text,system,source,error_code,timestamp,category,priority,routing_team
[billing] slow response (OOM).,billing,oncall,OOM,2026-02-03T04:26:49Z,latency,P1,SRE
[auth] 500 spike (E408).,auth,qa,E408,2026-02-03T10:44:49Z,outage,P1,SRE
[search] lag (TIMEOUT). alert triggered from monitoring. needs investigation,search,monitoring,TIMEOUT,2026-01-27T05:06:49Z,latency,P1,SRE
[auth] incorrect data (TIMEOUT).,auth,oncall,TIMEOUT,2026-01-28T02:19:49Z,data_issue,P3,Data
[mobile] p95 high (E429).,mobile,batch_job,E429,2026-02-08T17:35:49Z,latency,P1,SRE
[auth] payment declined (5E02). pls fix asap,auth,qa,E502,2026-01-28T09:37:49Z,payment_issue,P1,Payments
[payments] unavailable (E401).,payments,qa,E401,2026-02-09T04:37:49Z,outage,P0,SRE
[inventory] checkout broken (E403).,inventory,batch_job,E403,2026-02-09T08:12:49Z,payment_issue,P0,Payments
[billing] after deploy (E503). occurred right after deployment. urgent,billing,oncall,E503,2026-02-02T02:43:49Z,deployment_issue,P2,Platform
[observability] incorrect data (E504).,observability,oncall,E504,2026-02-01T11:31:49Z,data_issue,P2,Data
[payments] charge failed (E503). pls fix asap,payments,oncall,E503,2026-02-09T10:05:49Z,payment_issue,P0,Payments
[inventory] version mismatch (E502). occurred right after deployment. seen by customers,inventory,batch_job,E502,2026-02-03T18:45:49Z,deployment_issue,P1,Platform
[auth] timeouts (E503). user says app is broken.,auth,user_report,E503,2026-02-09T20:02:49Z,latency,P1,SRE
[search] after deploy (E503). occurred right after deployment. intermittent,search,partner,E503,2026-02-06T17:43:49Z,deployment_issue,P1,Platform
[osbervability] timeout (E502). pls fix asap,observability,partner,E502,2026-01-27T03:26:49Z,outage,P0,SRE
[mobile] timeout (TIMEOUT). seen by customers,mobile,oncall,TIMEOUT,2026-02-01T15:50:49Z,outage,P1,SRE
[inventory] paymen tdeclined (E429). urgent,inventory,partner,E429,2026-02-07T08:56:49Z,payment_issue,P0,Payments
[gateway] stale cache (E408). after last change,gateway,qa,E408,2026-01-28T09:13:49Z,data_issue,P3,Data
[billing] payment declined (TIMEOUT). randomly,billing,qa,TIMEOUT,2026-01-28T05:29:49Z,payment_issue,P0,Payments
[mobile] payment declined (DB_CONN).,mobile,oncall,DB_CONN,2026-01-28T06:10:49Z,payment_issue,P0,Payments
[mobile] unauthorized (DB_CONN). user says app is broken. pls fix asap,mobile,user_report,DB_CONN,2026-01-31T04:51:49Z,auth_issue,P1,Security
[mobile] unauthorized (E503).,mobile,oncall,E503,2026-01-27T06:32:49Z,auth_issue,P1,Security
[inventory] token invalid (E403). seen by customers,inventory,qa,E403,2026-02-02T11:28:49Z,auth_issue,P1,Security
[payments] unavailable (E502). intermittent,payments,qa,E502,2026-02-06T20:09:49Z,outage,P1,SRE
[gateway] after deploy (E502). occurred right after deployment. urgent,gateway,partner,E502,2026-02-09T03:36:49Z,deployment_issue,P1,Platform
[observability] after deploy (E504). occurred right after deployment. urgent,observability,partner,E504,2026-01-30T10:09:49Z,deployment_issue,P1,Platform
[observability] checkout broken (E408). user says app is broken. urgent,observability,user_report,E408,2026-02-08T11:33:49Z,payment_issue,P1,Payments
[observabiliyt] cannot reach (E503). pls fix asap,observability,oncall,E503,2026-01-29T06:44:49Z,outage,P0,SRE
[auth] timeout (E503).,auth,oncall,E503,2026-02-06T08:57:49Z,outage,P0,SRE
[billing] config error (DB_CONN). occurred right after deployment.,billing,batch_job,DB_CONN,2026-02-08T07:23:49Z,deployment_issue,P1,Platform
[mobile] rollback (OOM). alert triggered from monitoring. occurred right after deployment. pls fix asap,mobile,monitoring,OOM,2026-02-08T21:43:49Z,deployment_issue,P1,Platform
[auth] version mismatch (TIMEOUT). alert triggered from monitoring. occurred right after deployment. needs investigation,auth,monitoring,TIMEOUT,2026-02-02T20:28:49Z,deployment_issue,P1,Platform
[payments] payment declined (E408).,payments,partner,E408,2026-01-31T11:49:49Z,payment_issue,P0,Payments
[search] checkout broken (E429). alert triggered from monitoring. pls fix asap,search,monitoring,E429,2026-01-29T07:27:49Z,payment_issue,P0,Payments
[gateway] inconsistent state (TIMEOUT). user says app is broken.,gateway,user_report,TIMEOUT,2026-01-28T21:06:49Z,data_issue,P2,Data
[observabliity] charge failed (E503).,observability,batch_job,E503,2026-01-28T07:19:49Z,payment_issue,P0,Payments
[inventory] timeouts (TIMEOUT). alert triggered from monitoring. pls fix asap,inventory,monitoring,TIMEOUT,2026-02-04T02:38:49Z,latency,P1,SRE
[observability] rollback (E502). alert triggered from monitoring. occurred right after deployment. happens since morning,observability,monitoring,E502,2026-02-05T05:29:49Z,deployment_issue,P1,Platform
[mobile] degraded (TIMEOUT).,mobile,partner,TIMEOUT,2026-01-28T13:40:49Z,latency,P2,SRE
[search] stale cache (E429). intermittent,search,partner,E429,2026-02-05T14:21:49Z,data_issue,P3,Data
[observability] token invalid (E502). user says app is broken.,observability,user_report,E502,2026-01-26T15:13:49Z,auth_issue,P1,Security
[mobile] timeouts (E429). alert triggered form monitoring.,mobile,monitoring,E429,2026-01-29T09:20:49Z,latency,P1,SRE
[payments] incorrect data (E502). pls fix asap,payments,partner,E502,2026-01-29T17:05:49Z,data_issue,P3,Data
[search] config error (OOM). occurred right after deployment.,search,batch_job,OOM,2026-01-27T13:40:49Z,deployment_issue,P2,Platform
[observability] token invalid (TIMEOUT). alert triggered from monitoring.,observability,monitoring,TIMEOUT,2026-02-01T00:12:49Z,auth_issue,P1,Security
[billing] login fails (E403).,billing,partner,E403,2026-01-28T01:10:49Z,auth_issue,P2,Security
[inventory] timeouts (E408). alert triggered from monitoring.,inventory,monitoring,E408,2026-02-09T17:42:49Z,latency,P2,SRE
[payments] degraded (E504).,payments,partner,E504,2026-02-09T10:53:49Z,latency,P2,SRE
[search] token invalid (E429).,search,qa,E429,2026-01-31T19:40:49Z,auth_issue,P1,Security
[inventory] after deploy (E408). occurred right after deployment.,inventory,partner,E408,2026-02-03T10:14:49Z,deployment_issue,P2,Platform
[search] icnonsistent state (OOM).,search,qa,OOM,2026-01-28T19:47:49Z,data_issue,P3,Data
[search] login fails (DB_CONN). urgent,search,batch_job,DB_CONN,2026-01-27T01:21:49Z,auth_issue,P2,Security
[observability] rollback (E403). occurred right after deployment.,observability,batch_job,E403,2026-01-29T04:05:49Z,deployment_issue,P2,Platform
[inventory] missing records (E503).,inventory,oncall,E503,2026-01-27T15:04:49Z,data_issue,P2,Data
[payments] payment declined (E408). alert triggered from monitoring.,payments,monitoring,E408,2026-01-31T18:23:49Z,payment_issue,P0,Payments
[mobile] cannot reach (E401). alert triggerde from monitoring. happens since morning,mobile,monitoring,E401,2026-01-28T07:18:49Z,outage,P0,SRE
[auth] timeout (TIMEOUT). happens since morning,auth,batch_job,TIMEOUT,2026-02-09T16:55:49Z,outage,P1,SRE
[search] lag (TIMEOUT). happens since morning,search,qa,TIMEOUT,2026-02-06T11:04:49Z,latency,P2,SRE
[gateway] webhook failed (E504). alert triggered from monitornig.,gateway,monitoring,E504,2026-02-07T07:56:49Z,payment_issue,P1,Payments
[mobile] missing records (4E08). randomly,mobile,qa,E408,2026-01-29T10:29:49Z,data_issue,P3,Data
[observability] lag (E401). after last change,observability,batch_job,E401,2026-01-26T14:38:49Z,latency,P1,SRE
[gateway]p 95 high (E429). alert triggered from monitoring.,gateway,monitoring,E429,2026-02-04T19:36:49Z,latency,P1,SRE
[search] charge failed (E502). user says app is broken.,search,user_report,E502,2026-02-07T01:38:49Z,payment_issue,P0,Payments
[auth] slow response (OOM). alert triggered from monitoring.,auth,monitoring,OOM,2026-01-27T14:39:49Z,latency,P1,SRE
[billing] checkout broken (E504). user says app is broken.,billing,user_report,E504,2026-01-26T09:47:49Z,payment_issue,P0,Payments
[gateway] incorrect data (E500). seen by customers,gateway,oncall,E500,2026-01-27T19:03:49Z,data_issue,P2,Data
[payments] unauthorized (E503). alert triggered from monitoring.,payments,monitoring,E503,2026-01-28T03:56:49Z,auth_issue,P1,Security
[observability] degraded (E403). seen by customers,observability,partner,E403,2026-02-09T06:28:49Z,latency,P2,SRE
[search] payment declined (E403).,search,qa,E403,2026-02-04T01:45:49Z,payment_issue,P0,Payments
[billing] config error (E504). occurred right after deployment.,billing,qa,E504,2026-01-27T14:06:49Z,deployment_issue,P1,Platform
[auth] satle cache (E408).,auth,partner,E408,2026-02-02T08:20:49Z,data_issue,P3,Data
[observability] inconsistent state (OOM).,observability,qa,OOM,2026-02-02T15:37:49Z,data_issue,P3,Data
[payments] degraded (E504).,payments,batch_job,E504,2026-02-09T19:33:49Z,latency,P1,SRE
[payments] slow response (TIMEOUT).,payments,batch_job,TIMEOUT,2026-02-04T10:11:49Z,latency,P1,SRE
[auth] version mismatch (DB_CONN). occurred right after deployment.,auth,batch_job,DB_CONN,2026-01-27T03:38:49Z,deployment_issue,P1,Platform
[gateway] slow response (OOM). seen by customers,gateway,batch_job,OOM,2026-02-04T12:56:49Z,latency,P1,SRE
[observability] stale cache (E401).,observability,partner,E401,2026-02-05T13:26:49Z,data_issue,P2,Data
[payments] unavailable (E408). user says app is broken.,payments,user_report,E408,2026-01-29T11:36:49Z,outage,P0,SRE
[gateway] rollback (E500). occurred right after deployment.,gateway,partner,E500,2026-01-31T14:46:49Z,deployment_issue,P1,Platform
[auth] unauthorized (E403).,auth,qa,E403,2026-01-29T05:37:49Z,auth_issue,P1,Security
[observability] p95 high (E502). alert triggered from monitoring.,observability,monitoring,E502,2026-02-01T10:10:49Z,latency,P2,SRE
[payments] permission denied (E504).,payments,partner,E504,2026-02-02T15:42:49Z,auth_issue,P1,Security
[observability] lag (TIMEOUT).,observability,batch_job,TIMEOUT,2026-02-08T03:01:49Z,latency,P2,SRE
[inventory] version mismatch (E401). occurred right after deployment. intermittent,inventory,batch_job,E401,2026-02-05T05:37:49Z,deployment_issue,P1,Platform
[gateway] permission denied (DB_CONN). alert triggered from monitoring.,gateway,monitoring,DB_CONN,2026-02-01T06:20:49Z,auth_issue,P1,Security
[auth] missing records (E500). user says app is broken. seen by customers,auth,user_report,E500,2026-01-26T14:56:49Z,data_issue,P3,Data
[observability] p95 high (E503). intermittent,observability,partner,E503,2026-01-31T02:38:49Z,latency,P1,SRE
[gateway] lag (E429). urgent,gateway,batch_job,E429,2026-01-30T09:23:49Z,latency,P1,SRE
[billing] permission denied (TIMEOUT). user says app is broken.,billing,user_report,TIMEOUT,2026-02-01T01:56:49Z,auth_issue,P1,Security
[inventory] unauthorized (E429).,inventory,qa,E429,2026-02-08T13:36:49Z,auth_issue,P1,Security
[mobile] cannot reach (E502).,mobile,oncall,E502,2026-02-01T21:20:49Z,outage,P0,SRE
[billing] unauthorized (DB_CONN).,billing,batch_job,DB_CONN,2026-02-08T09:24:49Z,auth_issue,P1,Security
[auth] inconsistent state (E504). alert triggered from monitoring.,auth,monitoring,E504,2026-02-06T06:16:49Z,data_issue,P2,Data
[billing] login fails (E503). user says app is broken. happens since morning,billing,user_report,E503,2026-02-07T04:08:49Z,auth_issue,P1,Security
[search] degraded (OOM).,search,oncall,OOM,2026-02-06T17:53:49Z,latency,P1,SRE
[billing] stale cache (E401). alert triggered from monitoring.,billing,monitoring,E401,2026-02-08T21:32:49Z,data_issue,P2,Data
[auth] degraded (E502). alert triggered from monitoring.,auth,monitoring,E502,2026-01-29T12:48:49Z,latency,P1,SRE
[observability] missing ercords (E401). needs investigation,observability,partner,E401,2026-02-01T13:27:49Z,data_issue,P3,Data
[billing] timeouts (E408).,billing,batch_job,E408,2026-01-27T12:49:49Z,latency,P2,SRE
[mobile] checkout broken (TIMEOUT).,mobile,batch_job,TIMEOUT,2026-02-04T15:00:49Z,payment_issue,P0,Payments
[gateway] permission denied (DB_CONN).,gateway,partner,DB_CONN,2026-02-06T01:49:49Z,auth_issue,P2,Security
[search] service down (OOM). pls fix asap,search,oncall,OOM,2026-01-27T06:19:49Z,outage,P1,SRE
[search] rollbac k(E502). occurred right after deployment. urgent,search,oncall,E502,2026-01-28T20:26:49Z,deployment_issue,P1,Platform
[billing] unavialable (E429). alert triggered from monitoring.,billing,monitoring,E429,2026-02-03T13:34:49Z,outage,P0,SRE
[search] unauthorized (E403).,search,qa,E403,2026-02-03T12:42:49Z,auth_issue,P1,Security
[observability] rollback (E504). user says app is broken. occurred right after deployment.,observability,user_report,E504,2026-01-29T21:40:49Z,deployment_issue,P1,Platform
[mobile] timeouts (E401). user says app is broken. urgent,mobile,user_report,E401,2026-02-02T00:30:49Z,latency,P1,SRE
[search ]500 spike (TIMEOUT).,search,qa,TIMEOUT,2026-01-26T11:21:49Z,outage,P0,SRE
[gateway] cannot reach (E403).,gateway,partner,E403,2026-02-06T08:46:49Z,outage,P0,SRE
[observability] missing records (E401).,observability,oncall,E401,2026-01-30T17:10:49Z,data_issue,P3,Data
[search] checkout broken (E504).,search,oncall,E504,2026-02-05T16:13:49Z,payment_issue,P0,Payments
[mobile] unavailable (OOM). user says app is broke.n,mobile,user_report,OOM,2026-01-29T16:57:49Z,outage,P0,SRE
[inventory] charge failed (E403).,inventory,qa,E403,2026-02-08T10:51:49Z,payment_issue,P0,Payments
[search] rollback (E504). alert triggered from monitoring. occurred right after deployment.,search,monitoring,E504,2026-01-26T12:40:49Z,deployment_issue,P1,Platform
[search] p95 high (E502). alert triggered from monitoring.,search,monitoring,E502,2026-02-06T07:55:49Z,latency,P1,SRE
[search] login fails (E503). alert triggered from monitoring. seen by customers,search,monitoring,E503,2026-02-04T10:58:49Z,auth_issue,P1,Security
[inventory] timeouts (TIMEOUT). randomly,inventory,partner,TIMEOUT,2026-01-29T07:25:49Z,latency,P2,SRE
[observability] checkotu broken (E408). user says app is broken. repro steps unknown,observability,user_report,E408,2026-01-31T15:42:49Z,payment_issue,P0,Payments
[auth] inconsistent state (E504). user says app is broken. urgent,auth,user_report,E504,2026-02-08T06:00:49Z,data_issue,P2,Data
[inventory] webhook failed (OOM).,inventory,qa,OOM,2026-02-07T12:46:49Z,payment_issue,P1,Payments
[inventory] service down (E408). user says app is broken.,inventory,user_report,E408,2026-01-30T05:46:49Z,outage,P0,SRE
[inventory] unavailable (E401). user says app is broken.,inventory,user_report,E401,2026-02-02T14:49:49Z,outage,P1,SRE
[observability] timeouts (DB_CONN).,observability,oncall,DB_CONN,2026-02-04T05:30:49Z,latency,P2,SRE
[payments] unauthorized (E401). user says app is broken. happens since morning,payments,user_report,E401,2026-02-08T17:17:49Z,auth_issue,P1,Security
[billing] after deploy (E429). user says app is broken. occurred right aftre deployment. happens since morning,billing,user_report,E429,2026-01-31T07:16:49Z,deployment_issue,P1,Platform
[gateway] token invalid (E504). user says app is broken.,gateway,user_report,E504,2026-01-31T17:51:49Z,auth_issue,P1,Security
[auth] inconsistent state (DB_CONN). user says app is broken. after last change,auth,user_report,DB_CONN,2026-02-09T11:12:49Z,data_issue,P2,Data
[search] slow response (E429). alert triggered from monitoring.,search,monitoring,E429,2026-02-08T06:14:49Z,latency,P2,SRE
[auth] webhook failed (E403). alert triggered from monitoring. pls fix asap,auth,monitoring,E403,2026-02-03T02:35:49Z,payment_issue,P0,Payments
[billing] payment declined (TIMEOUT).,billing,qa,TIMEOUT,2026-02-09T21:45:49Z,payment_issue,P0,Payments
[inventory] token invalid (E503).,inventory,batch_job,E503,2026-01-26T09:30:49Z,auth_issue,P1,Security
[agteway] timeouts (E403).,gateway,partner,E403,2026-01-30T18:41:49Z,latency,P1,SRE
[search] stale cache (E401). seen by customers,search,oncall,E401,2026-02-09T13:09:49Z,data_issue,P2,Data
[billing] service down (E503).,billing,oncall,E503,2026-02-07T08:44:49Z,outage,P1,SRE
[observability] degraded (E403). alert triggered from monitoring.,observability,monitoring,E403,2026-02-04T14:01:49Z,latency,P1,SRE
[billing] p95 high (E500).,billing,batch_job,E500,2026-01-29T03:20:49Z,latency,P2,SRE
[search] charge failed (E401). randomly,search,batch_job,E401,2026-02-06T06:11:49Z,payment_issue,P0,Payments
[payments] webhook failed (E403). repro steps unknown,payments,batch_job,E403,2026-02-01T10:24:49Z,payment_issue,P1,Payments
[auth] token invalid (E502).,auth,oncall,E502,2026-02-06T06:06:49Z,auth_issue,P1,Security
[payments] stale cache (E401). alert triggered from monitoring.,payments,monitoring,E401,2026-01-28T10:53:49Z,data_issue,P3,Data
[billing] incorrect data (E500).,billing,batch_job,E500,2026-02-04T20:03:49Z,data_issue,P3,Data
[mobile] permission denied (E429). user says app is broken. after last change,mobile,user_report,E429,2026-02-10T04:19:49Z,auth_issue,P1,Security
[payments] service down (TIMEOUT). alert triggered from monitoring.,payments,monitoring,TIMEOUT,2026-02-03T14:07:49Z,outage,P0,SRE
[auth] login fails (E503). pls fix asap,auth,batch_job,E503,2026-02-02T03:30:49Z,auth_issue,P1,Security
[billing] lag (E403).,billing,batch_job,E403,2026-01-30T05:52:49Z,latency,P1,SRE
[auth] cannot reach (TIMEOUT). user says app is broken.,auth,user_report,TIMEOUT,2026-02-06T21:16:49Z,outage,P0,SRE
[payments] stale cache (E502).,payments,oncall,E502,2026-02-08T03:36:49Z,data_issue,P3,Data
[inventory] inconsistent state (E401). alert triggered from monitoring.,inventory,monitoring,E401,2026-01-30T19:53:49Z,data_issue,P2,Data
[moblie] stale cache (E503).,mobile,qa,E503,2026-02-05T00:39:49Z,data_issue,P3,Data
[inventory] degraded (E503).,inventory,partner,E503,2026-02-08T04:59:49Z,latency,P2,SRE
[auth] dergaded (E429).,auth,partner,E429,2026-02-04T04:02:49Z,latency,P1,SRE
[billing] service down (OOM).,billing,qa,OOM,2026-02-08T23:19:49Z,outage,P1,SRE
[payments] token invalid (DB_CONN). repro steps unknown,payments,qa,DB_CONN,2026-02-01T07:01:49Z,auth_issue,P1,Security
[inventory] token invalid (E403).,inventory,qa,E403,2026-01-28T13:02:49Z,auth_issue,P1,Security
[observability] inconsistent state (OOM). randomly,observability,batch_job,OOM,2026-01-31T03:29:49Z,data_issue,P2,Data
[mobile] stale cache (OOM).,mobile,batch_job,OOM,2026-02-09T03:08:49Z,data_issue,P2,Data
[observability] webhook failed (E401).,observability,oncall,E401,2026-02-04T02:08:49Z,payment_issue,P1,Payments
[gateway]t imeout (OOM). after last change,gateway,partner,OOM,2026-01-27T10:13:49Z,outage,P0,SRE
[payments] timeout (E504). user says app is broken.,payments,user_report,E504,2026-02-09T04:55:49Z,outage,P0,SRE
[payments] after deploy (DB_CONN). user says app is broken. occurred rgiht after deployment.,payments,user_report,DB_CONN,2026-01-29T05:06:49Z,deployment_issue,P2,Platform
[billing] inconsistent state (OOM). randomly,billing,qa,OOM,2026-02-09T07:28:49Z,data_issue,P2,Data
[gateway] service down (TIMEOUT). urgent,gateway,qa,TIMEOUT,2026-02-02T19:48:49Z,outage,P1,SRE
[inventory] stale cache (E504).,inventory,partner,E504,2026-02-10T07:05:49Z,data_issue,P3,Data
[payments] permission denied (E504).,payments,batch_job,E504,2026-02-08T21:43:49Z,auth_issue,P1,Security
[mobile] after deploy (DB_CONN). alert triggered from monitoring. occurred right after deployment.,mobile,monitoring,DB_CONN,2026-01-29T01:43:49Z,deployment_issue,P2,Platform
[mobile] degraded (TIMEOUT).,mobile,partner,TIMEOUT,2026-01-26T15:39:49Z,latency,P2,SRE
[payments] stale cache (E401). urgent,payments,oncall,E401,2026-01-28T12:54:49Z,data_issue,P2,Data
[auth] cannot reach (E503).,auth,oncall,E503,2026-01-28T08:46:49Z,outage,P0,SRE
[inventory] login fails (E503).,inventory,oncall,E503,2026-01-30T09:40:49Z,auth_issue,P2,Security
[mobile] after deploy (E500). user says app is broken. occurred right after deployment. after last change,mobile,user_report,E500,2026-02-03T14:06:49Z,deployment_issue,P2,Platform
[gateway] unavailable (E503). pls fix asap,gateway,partner,E503,2026-02-07T14:00:49Z,outage,P0,SRE
[auth] timeouts (E408).,auth,batch_job,E408,2026-02-01T14:13:49Z,latency,P1,SRE
[payments] timeouts (OOM).,payments,partner,OOM,2026-02-01T05:25:49Z,latency,P1,SRE
[mobile] webhook failed (E500). user says app is broken.,mobile,user_report,E500,2026-01-31T13:17:49Z,payment_issue,P0,Payments
[mobile] service down (OOM). alert triggered from monitoring.,mobile,monitoring,OOM,2026-01-31T08:06:49Z,outage,P0,SRE
[billing] rollback (OOM). occurred right after deployment. intermittent,billing,qa,OOM,2026-02-02T07:55:49Z,deployment_issue,P1,Platform
[payments] slow response (E408). happens since morning,payments,oncall,E408,2026-01-28T09:20:49Z,latency,P2,SRE
[search ]permission denied (E500).,search,oncall,E500,2026-01-31T05:26:49Z,auth_issue,P1,Security
[inventory] login fails (E500). randomly,inventory,qa,E500,2026-01-26T08:17:49Z,auth_issue,P2,Security
[search] incorrect data (E500).,search,qa,E500,2026-02-02T03:15:49Z,data_issue,P2,Data
[gateway] permission denied (E504). alert triggered from monitoring.,gateway,monitoring,E504,2026-01-27T20:42:49Z,auth_issue,P1,Security
[search] checkout broken (DB_CONN).,search,batch_job,DB_CONN,2026-01-28T23:37:49Z,payment_issue,P0,Payments
[mobile] inconsistent state (OOM).,mobile,qa,OOM,2026-02-05T08:24:49Z,data_issue,P3,Data
[auth] stale cache (E502). urgent,auth,oncall,E502,2026-02-01T02:35:49Z,data_issue,P3,Data
[search] checkout broken (DB_CONN). alert triggered from monitoring.,search,monitoring,DB_CONN,2026-02-09T20:14:49Z,payment_issue,P0,Payments
[auth] charge failed (E403).,auth,batch_job,E403,2026-02-01T19:08:49Z,payment_issue,P0,Payments
[mobile] payment declined (E429). pls fix asap,mobile,oncall,E429,2026-02-03T16:21:49Z,payment_issue,P0,Payments
[payments] version mismatch (OOM). alert triggered from monitoring. occurred right after deployment.,payments,monitoring,OOM,2026-02-08T06:03:49Z,deployment_issue,P2,Platform
[mobile] permission denied (DB_CONN). after last change,mobile,batch_job,DB_CONN,2026-02-06T02:21:49Z,auth_issue,P1,Security
[gateway] permission denied (E503). randomly,gateway,oncall,E503,2026-01-28T21:32:49Z,auth_issue,P2,Security
[billing] incorrect data (E429). user says app is broke.n,billing,user_report,E429,2026-02-05T18:25:49Z,data_issue,P3,Data
[mobile] degraded (DB_CONN). user says app is broken. happens since morning,mobile,user_report,DB_CONN,2026-01-31T11:59:49Z,latency,P1,SRE
[inventory] config error (E401). alert triggered from monitoring. occurred right after deployment. repro steps unknown,inventory,monitoring,E401,2026-02-07T16:54:49Z,deployment_issue,P1,Platform
[observability] checkout broken (DB_CONN).,observability,qa,DB_CONN,2026-02-04T07:15:49Z,payment_issue,P0,Payments
[auth] after deploy (E500). user says app is broken. occurred right after deployment.,auth,user_report,E500,2026-01-27T22:47:49Z,deployment_issue,P1,Platform
[mobile] incorrect data (E401). alert triggered from monitoring.,mobile,monitoring,E401,2026-02-03T15:36:49Z,data_issue,P2,Data
[observability] slow response (E408).,observability,partner,E408,2026-02-03T06:22:49Z,latency,P1,SRE
[gateway] config error (E408). occurred right after deployment.,gateway,batch_job,E408,2026-02-07T08:14:49Z,deployment_issue,P1,Platform
[search] stale cache (E429). alert triggered from monitoring.,search,monitoring,E429,2026-02-04T23:54:49Z,data_issue,P2,Data
[billing] config error (OOM). occurred right after deployment.,billing,qa,OOM,2026-01-27T11:11:49Z,deployment_issue,P1,Platform
[billing] timeouts (TIMEOUT).,billing,oncall,TIMEOUT,2026-02-06T15:01:49Z,latency,P1,SRE
[gateway] service down (E500).,gateway,oncall,E500,2026-01-30T17:00:49Z,outage,P1,SRE
[search] 500 spike (E403). user says app is broken.,search,user_report,E403,2026-01-28T13:42:49Z,outage,P1,SRE
[observability] after deploy (OOM). occurred right after deployment.,observability,qa,OOM,2026-02-06T23:39:49Z,deployment_issue,P1,Platform
[gateway] rollback (DB_CONN). occurred right after deplomyent.,gateway,qa,DB_CONN,2026-02-01T18:38:49Z,deployment_issue,P1,Platform
[search] login fails (E504). alert triggered from monitoring. after last change,search,monitoring,E504,2026-02-07T06:05:49Z,auth_issue,P1,Security
[billing] slow response (DB_CONN).,billing,qa,DB_CONN,2026-02-04T07:47:49Z,latency,P1,SRE
[search] timeouts (OO)M.,search,oncall,OOM,2026-02-02T04:36:49Z,latency,P2,SRE
[mobile] stale cache (E504). seen by customers,mobile,batch_job,E504,2026-02-05T23:05:49Z,data_issue,P2,Data
[billing] charge failed (E500).,billing,oncall,E500,2026-02-08T15:43:49Z,payment_issue,P1,Payments
[inventory] service down (TIMEOUT).,inventory,batch_job,TIMEOUT,2026-02-07T13:52:49Z,outage,P1,SRE
[gateway] inconsistent state (E503).,gateway,partner,E503,2026-02-01T06:02:49Z,data_issue,P2,Data
[billing] rollback (OOM). occurred right after deployment.,billing,batch_job,OOM,2026-02-07T22:57:49Z,deployment_issue,P1,Platform
[inventory] config error (E403). alert triggered from monitoring. occurred right after deployment.,inventory,monitoring,E403,2026-01-27T13:40:49Z,deployment_issue,P1,Platform
[inventory] lag (E504). urgent,inventory,partner,E504,2026-01-30T09:46:49Z,latency,P1,SRE
[observability] lag (E503). alert triggered from monitoring.,observability,monitoring,E503,2026-01-27T05:36:49Z,latency,P1,SRE
[inventory] service down (E408). user says app is broken.,inventory,user_report,E408,2026-02-10T04:37:49Z,outage,P1,SRE
[mobile] charge failed (E50)3.,mobile,batch_job,E503,2026-01-30T13:23:49Z,payment_issue,P0,Payments
[observability] service down (E503). after last change,observability,qa,E503,2026-01-29T05:03:49Z,outage,P0,SRE
[payments] stale cache (E429).,payments,qa,E429,2026-02-08T12:49:49Z,data_issue,P3,Data
[payments] payment declined (E500).,payments,batch_job,E500,2026-01-31T20:28:49Z,payment_issue,P0,Payments
[auth] slow response (E401). alert triggered from monitoring.,auth,monitoring,E401,2026-02-09T19:29:49Z,latency,P1,SRE
[gateway] webhook failed (OOM). after last change,gateway,oncall,OOM,2026-01-26T09:57:49Z,payment_issue,P1,Payments
[mobile] service down (E403).,mobile,oncall,E403,2026-01-30T04:36:49Z,outage,P1,SRE
[inventory] checkout broken (E401).,inventory,oncall,E401,2026-01-31T22:32:49Z,payment_issue,P0,Payments
[observability] incorrect data (TIMEOUT). alert triggered from monitoring.,observability,monitoring,TIMEOUT,2026-02-03T17:46:49Z,data_issue,P3,Data
[inventory] degraded (TIMEOUT).,inventory,oncall,TIMEOUT,2026-02-07T18:43:49Z,latency,P1,SRE
[observability] lag (TIMEOUT). alert triggered from monitoring.,observability,monitoring,TIMEOUT,2026-02-01T03:51:49Z,latency,P1,SRE
[observability] login fails (E403). randomly,observability,partner,E403,2026-01-28T04:45:49Z,auth_issue,P1,Security
[observability] rollback (E401). occurred right after deployment. happens since morning,observability,batch_job,E401,2026-02-02T10:48:49Z,deployment_issue,P1,Platform
[search] login fails (E401).,search,batch_job,E401,2026-01-31T19:22:49Z,auth_issue,P1,Security
[search] unauthorized (E504). alert triggered from monitoring. randomly,search,monitoring,E504,2026-02-02T21:36:49Z,auth_issue,P1,Security
[auth] checkout broken (E408). needs investigation,auth,qa,E408,2026-01-30T10:46:49Z,payment_issue,P0,Payments
[search] inconsistent state (E403). seen by customers,search,oncall,E403,2026-01-31T16:00:49Z,data_issue,P2,Data
[auth] version mismatch (E401). occurred right after deployment. needs investigation,auth,batch_job,E401,2026-02-04T10:03:49Z,deployment_issue,P2,Platform
[billing] eprmission denied (E401). happens since morning,billing,batch_job,E401,2026-02-03T06:36:49Z,auth_issue,P1,Security
[payments] cannot reach (E401). repro steps unknown,payments,qa,E401,2026-02-09T17:11:49Z,outage,P0,SRE
[inventory] payment declined (E500). user says app is broken.,inventory,user_report,E500,2026-01-26T07:25:49Z,payment_issue,P0,Payments
[gateway] cannot reach (E401). alert triggered from monitoring.,gateway,monitoring,E401,2026-02-08T01:37:49Z,outage,P0,SRE
[gateway] slow response (E504).,gateway,qa,E504,2026-01-26T13:22:49Z,latency,P1,SRE
